accident,where,,time,whether,state,
負傷,神戸市兵庫区,1214,15,晴,乾燥,20171214
負傷,神戸市北区,1214,17,曇,乾燥,20171214
負傷,神戸市北区,1214,13,晴,乾燥,20171214
負傷,神戸市北区,1214,16,晴,乾燥,20171214
負傷,神戸市長田区,1214,6,晴,乾燥,20171214
負傷,神戸市長田区,1214,16,晴,乾燥,20171214
負傷,神戸市須磨区,1214,15,晴,乾燥,20171214
負傷,神戸市垂水区,1214,15,晴,乾燥,20171214
負傷,神戸市垂水区,1214,18,晴,乾燥,20171214
負傷,神戸市垂水区,1214,14,晴,乾燥,20171214
負傷,神戸市西区,1214,6,晴,乾燥,20171214
負傷,神戸市西区,1214,7,晴,乾燥,20171214
負傷,神戸市西区,1214,12,晴,乾燥,20171214
負傷,神戸市西区,1214,14,晴,乾燥,20171214
負傷,神戸市西区,1214,16,晴,乾燥,20171214
負傷,神戸市西区,1214,9,晴,乾燥,20171214
負傷,神戸市中央区,1215,19,晴,乾燥,20171215
負傷,神戸市中央区,1215,9,晴,乾燥,20171215
負傷,神戸市東灘区,1215,8,晴,乾燥,20171215
負傷,神戸市兵庫区,1215,10,晴,乾燥,20171215
負傷,神戸市兵庫区,1215,15,晴,乾燥,20171215
負傷,神戸市北区,1215,9,晴,乾燥,20171215
負傷,神戸市長田区,1215,17,晴,乾燥,20171215
負傷,神戸市長田区,1215,17,晴,乾燥,20171215
負傷,神戸市須磨区,1215,18,晴,乾燥,20171215
負傷,神戸市須磨区,1215,19,晴,乾燥,20171215
負傷,神戸市垂水区,1215,12,晴,乾燥,20171215
負傷,神戸市垂水区,1215,13,晴,乾燥,20171215
負傷,神戸市垂水区,1215,17,晴,乾燥,20171215
負傷,神戸市垂水区,1215,18,晴,乾燥,20171215
負傷,神戸市西区,1215,6,晴,乾燥,20171215
負傷,神戸市西区,1215,9,晴,乾燥,20171215
負傷,神戸市西区,1215,22,曇,乾燥,20171215
負傷,神戸市西区,1215,9,晴,乾燥,20171215
負傷,神戸市西区,1215,18,晴,乾燥,20171215
負傷,神戸市西区,1215,17,晴,乾燥,20171215
負傷,神戸市西区,1215,13,晴,乾燥,20171215
負傷,神戸市西区,1215,11,晴,乾燥,20171215
負傷,神戸市西区,1215,16,晴,乾燥,20171215
負傷,神戸市中央区,1216,14,曇,乾燥,20171216
負傷,神戸市中央区,1216,12,曇,乾燥,20171216
負傷,神戸市中央区,1216,8,曇,乾燥,20171216
負傷,神戸市中央区,1216,14,曇,乾燥,20171216
負傷,神戸市中央区,1216,17,曇,乾燥,20171216
負傷,神戸市東灘区,1216,2,晴,乾燥,20171216
負傷,神戸市兵庫区,1216,15,曇,乾燥,20171216
負傷,神戸市兵庫区,1216,18,曇,乾燥,20171216
負傷,神戸市北区,1216,21,晴,乾燥,20171216
負傷,神戸市北区,1216,16,曇,乾燥,20171216
負傷,神戸市長田区,1216,5,曇,乾燥,20171216
負傷,神戸市長田区,1216,13,晴,乾燥,20171216
負傷,神戸市垂水区,1216,8,曇,乾燥,20171216
負傷,神戸市垂水区,1216,17,曇,乾燥,20171216
負傷,神戸市西区,1216,8,曇,乾燥,20171216
負傷,神戸市中央区,1217,18,晴,乾燥,20171217
負傷,神戸市中央区,1217,18,晴,乾燥,20171217
負傷,神戸市東灘区,1217,19,晴,乾燥,20171217
負傷,神戸市東灘区,1217,10,晴,乾燥,20171217
負傷,神戸市灘区,1217,18,晴,乾燥,20171217
負傷,神戸市灘区,1217,9,晴,乾燥,20171217
負傷,神戸市灘区,1217,13,晴,乾燥,20171217
負傷,神戸市灘区,1217,12,晴,乾燥,20171217
負傷,神戸市灘区,1217,17,晴,乾燥,20171217
負傷,神戸市兵庫区,1217,3,晴,乾燥,20171217
負傷,神戸市北区,1217,16,晴,乾燥,20171217
負傷,神戸市北区,1217,12,曇,乾燥,20171217
負傷,神戸市垂水区,1217,6,晴,乾燥,20171217
負傷,神戸市垂水区,1217,17,晴,乾燥,20171217
負傷,神戸市東灘区,1218,18,晴,乾燥,20171218
負傷,神戸市灘区,1218,10,晴,乾燥,20171218
負傷,神戸市北区,1218,13,晴,乾燥,20171218
負傷,神戸市北区,1218,14,晴,乾燥,20171218
負傷,神戸市北区,1218,17,曇,乾燥,20171218
負傷,神戸市北区,1218,19,曇,乾燥,20171218
負傷,神戸市北区,1218,10,晴,乾燥,20171218
負傷,神戸市北区,1218,13,晴,乾燥,20171218
負傷,神戸市長田区,1218,17,晴,乾燥,20171218
負傷,神戸市長田区,1218,18,晴,乾燥,20171218
負傷,神戸市長田区,1218,18,晴,乾燥,20171218
負傷,神戸市長田区,1218,17,晴,乾燥,20171218
負傷,神戸市須磨区,1218,10,晴,乾燥,20171218
負傷,神戸市須磨区,1218,12,晴,乾燥,20171218
負傷,神戸市垂水区,1218,13,晴,乾燥,20171218
負傷,神戸市垂水区,1218,16,晴,乾燥,20171218
負傷,神戸市西区,1218,7,晴,乾燥,20171218
負傷,神戸市西区,1218,7,晴,乾燥,20171218
負傷,神戸市西区,1218,13,晴,乾燥,20171218
負傷,神戸市西区,1218,9,晴,乾燥,20171218
負傷,神戸市西区,1218,14,晴,乾燥,20171218
負傷,神戸市西区,1218,19,晴,乾燥,20171218
負傷,神戸市西区,1218,18,晴,乾燥,20171218
負傷,神戸市西区,1218,11,晴,乾燥,20171218
負傷,神戸市中央区,1219,8,晴,乾燥,20171219
負傷,神戸市中央区,1219,8,晴,乾燥,20171219
負傷,神戸市東灘区,1219,11,晴,乾燥,20171219
負傷,神戸市東灘区,1219,10,晴,乾燥,20171219
負傷,神戸市東灘区,1219,8,曇,乾燥,20171219
負傷,神戸市灘区,1219,20,晴,乾燥,20171219
負傷,神戸市灘区,1219,18,晴,乾燥,20171219
負傷,神戸市兵庫区,1219,10,晴,乾燥,20171219
負傷,神戸市兵庫区,1219,8,曇,乾燥,20171219
負傷,神戸市長田区,1219,7,晴,乾燥,20171219
負傷,神戸市垂水区,1219,13,曇,乾燥,20171219
死亡,神戸市垂水区,1219,17,晴,乾燥,20171219
負傷,神戸市垂水区,1219,18,晴,乾燥,20171219
負傷,神戸市西区,1219,7,曇,乾燥,20171219
負傷,神戸市西区,1219,7,晴,乾燥,20171219
負傷,神戸市西区,1219,16,晴,乾燥,20171219
負傷,神戸市西区,1219,15,晴,乾燥,20171219
負傷,神戸市中央区,1220,8,晴,乾燥,20171220
負傷,神戸市中央区,1220,20,晴,乾燥,20171220
負傷,神戸市中央区,1220,12,晴,乾燥,20171220
負傷,神戸市灘区,1220,17,晴,乾燥,20171220
負傷,神戸市灘区,1220,16,晴,乾燥,20171220
負傷,神戸市兵庫区,1220,2,曇,乾燥,20171220
負傷,神戸市兵庫区,1220,17,晴,乾燥,20171220
負傷,神戸市北区,1220,11,晴,乾燥,20171220
負傷,神戸市北区,1220,12,晴,乾燥,20171220
負傷,神戸市北区,1220,11,晴,乾燥,20171220
負傷,神戸市北区,1220,16,晴,乾燥,20171220
負傷,神戸市長田区,1220,15,晴,乾燥,20171220
負傷,神戸市長田区,1220,17,晴,乾燥,20171220
負傷,神戸市須磨区,1220,20,晴,乾燥,20171220
負傷,神戸市垂水区,1220,10,晴,乾燥,20171220
負傷,神戸市垂水区,1220,18,晴,乾燥,20171220
負傷,神戸市垂水区,1220,21,晴,乾燥,20171220
負傷,神戸市垂水区,1220,8,晴,湿潤,20171220
負傷,神戸市垂水区,1220,17,晴,乾燥,20171220
負傷,神戸市垂水区,1220,14,晴,乾燥,20171220
負傷,神戸市西区,1220,10,晴,乾燥,20171220
負傷,神戸市西区,1220,12,晴,乾燥,20171220
負傷,神戸市中央区,1221,9,晴,乾燥,20171221
負傷,神戸市中央区,1221,17,晴,乾燥,20171221
負傷,神戸市中央区,1221,10,晴,乾燥,20171221
負傷,神戸市東灘区,1221,8,晴,乾燥,20171221
負傷,神戸市東灘区,1221,12,晴,乾燥,20171221
負傷,神戸市東灘区,1221,13,晴,乾燥,20171221
負傷,神戸市兵庫区,1221,9,晴,乾燥,20171221
負傷,神戸市北区,1221,11,晴,乾燥,20171221
負傷,神戸市北区,1221,18,晴,湿潤,20171221
負傷,神戸市垂水区,1221,14,晴,乾燥,20171221
負傷,神戸市垂水区,1221,22,晴,乾燥,20171221
負傷,神戸市西区,1221,14,晴,乾燥,20171221
負傷,神戸市西区,1221,10,晴,乾燥,20171221
負傷,神戸市西区,1221,14,晴,乾燥,20171221
負傷,神戸市西区,1221,18,晴,乾燥,20171221
負傷,神戸市西区,1221,8,晴,乾燥,20171221
負傷,神戸市中央区,1222,18,晴,乾燥,20171222
負傷,神戸市灘区,1222,16,晴,乾燥,20171222
負傷,神戸市灘区,1222,17,晴,乾燥,20171222
負傷,神戸市灘区,1222,19,晴,乾燥,20171222
負傷,神戸市灘区,1222,11,晴,乾燥,20171222
負傷,神戸市北区,1222,9,晴,乾燥,20171222
負傷,神戸市北区,1222,14,晴,乾燥,20171222
負傷,神戸市北区,1222,8,晴,乾燥,20171222
負傷,神戸市長田区,1222,17,晴,乾燥,20171222
負傷,神戸市須磨区,1222,7,晴,乾燥,20171222
負傷,神戸市須磨区,1222,14,晴,乾燥,20171222
負傷,神戸市垂水区,1222,7,晴,乾燥,20171222
負傷,神戸市垂水区,1222,12,晴,乾燥,20171222
負傷,神戸市西区,1222,12,晴,乾燥,20171222
負傷,神戸市西区,1222,18,晴,乾燥,20171222
負傷,神戸市西区,1222,18,晴,乾燥,20171222
負傷,神戸市西区,1222,20,晴,乾燥,20171222
負傷,神戸市中央区,1223,8,晴,乾燥,20171223
負傷,神戸市中央区,1223,13,晴,乾燥,20171223
負傷,神戸市中央区,1223,21,曇,乾燥,20171223
負傷,神戸市東灘区,1223,16,曇,乾燥,20171223
負傷,神戸市灘区,1223,14,晴,乾燥,20171223
負傷,神戸市灘区,1223,17,晴,乾燥,20171223
負傷,神戸市兵庫区,1223,4,晴,乾燥,20171223
負傷,神戸市北区,1223,11,晴,乾燥,20171223
負傷,神戸市北区,1223,20,晴,乾燥,20171223
負傷,神戸市北区,1223,11,晴,乾燥,20171223
負傷,神戸市長田区,1223,6,晴,乾燥,20171223
負傷,神戸市長田区,1223,12,晴,乾燥,20171223
負傷,神戸市長田区,1223,17,晴,乾燥,20171223
負傷,神戸市須磨区,1223,0,晴,乾燥,20171223
負傷,神戸市須磨区,1223,10,晴,乾燥,20171223
負傷,神戸市須磨区,1223,13,晴,乾燥,20171223
負傷,神戸市須磨区,1223,14,晴,乾燥,20171223
負傷,神戸市須磨区,1223,16,晴,乾燥,20171223
負傷,神戸市垂水区,1223,13,晴,乾燥,20171223
負傷,神戸市垂水区,1223,10,晴,乾燥,20171223
負傷,神戸市垂水区,1223,14,曇,乾燥,20171223
負傷,神戸市垂水区,1223,19,晴,乾燥,20171223
負傷,神戸市垂水区,1223,21,晴,乾燥,20171223
負傷,神戸市西区,1223,12,晴,乾燥,20171223
負傷,神戸市中央区,1224,15,雨,湿潤,20171224
負傷,神戸市中央区,1224,16,雨,湿潤,20171224
負傷,神戸市中央区,1224,20,雨,湿潤,20171224
負傷,神戸市灘区,1224,20,雨,湿潤,20171224
負傷,神戸市兵庫区,1224,17,雨,湿潤,20171224
負傷,神戸市北区,1224,15,曇,乾燥,20171224
負傷,神戸市北区,1224,16,雨,湿潤,20171224
負傷,神戸市北区,1224,19,雨,湿潤,20171224
負傷,神戸市北区,1224,20,雨,湿潤,20171224
負傷,神戸市北区,1224,11,晴,乾燥,20171224
負傷,神戸市北区,1224,11,晴,乾燥,20171224
負傷,神戸市北区,1224,17,雨,湿潤,20171224
負傷,神戸市北区,1224,20,雨,湿潤,20171224
負傷,神戸市須磨区,1224,23,曇,湿潤,20171224
負傷,神戸市須磨区,1224,16,雨,湿潤,20171224
負傷,神戸市垂水区,1224,20,雨,湿潤,20171224
負傷,神戸市垂水区,1224,11,曇,乾燥,20171224
負傷,神戸市垂水区,1224,14,曇,乾燥,20171224
負傷,神戸市垂水区,1224,16,雨,湿潤,20171224
負傷,神戸市垂水区,1224,14,曇,乾燥,20171224
負傷,神戸市西区,1224,14,晴,乾燥,20171224
負傷,神戸市西区,1224,17,雨,湿潤,20171224
負傷,神戸市西区,1224,19,雨,湿潤,20171224
負傷,神戸市西区,1224,16,雨,湿潤,20171224
負傷,神戸市西区,1224,17,雨,湿潤,20171224
負傷,神戸市西区,1224,10,晴,乾燥,20171224
負傷,神戸市西区,1224,18,雨,湿潤,20171224
負傷,神戸市中央区,1225,9,曇,乾燥,20171225
負傷,神戸市中央区,1225,20,晴,乾燥,20171225
負傷,神戸市中央区,1225,15,曇,乾燥,20171225
負傷,神戸市中央区,1225,17,曇,乾燥,20171225
負傷,神戸市中央区,1225,19,晴,乾燥,20171225
負傷,神戸市東灘区,1225,7,晴,乾燥,20171225
負傷,神戸市東灘区,1225,13,晴,乾燥,20171225
負傷,神戸市東灘区,1225,15,晴,乾燥,20171225
負傷,神戸市灘区,1225,0,曇,湿潤,20171225
負傷,神戸市灘区,1225,8,晴,乾燥,20171225
負傷,神戸市灘区,1225,17,晴,乾燥,20171225
負傷,神戸市灘区,1225,11,晴,乾燥,20171225
負傷,神戸市兵庫区,1225,14,晴,乾燥,20171225
負傷,神戸市北区,1225,22,晴,乾燥,20171225
負傷,神戸市北区,1225,13,晴,乾燥,20171225
負傷,神戸市長田区,1225,8,晴,乾燥,20171225
負傷,神戸市長田区,1225,11,晴,乾燥,20171225
負傷,神戸市長田区,1225,11,晴,乾燥,20171225
負傷,神戸市長田区,1225,15,晴,乾燥,20171225
負傷,神戸市長田区,1225,21,晴,乾燥,20171225
負傷,神戸市西区,1225,18,晴,乾燥,20171225
負傷,神戸市西区,1225,20,晴,乾燥,20171225
負傷,神戸市西区,1225,10,晴,乾燥,20171225
負傷,神戸市西区,1225,17,晴,乾燥,20171225
負傷,神戸市西区,1225,15,晴,乾燥,20171225
負傷,神戸市西区,1225,19,晴,乾燥,20171225
負傷,神戸市中央区,1226,19,晴,乾燥,20171226
負傷,神戸市中央区,1226,0,曇,乾燥,20171226
負傷,神戸市中央区,1226,7,晴,乾燥,20171226
負傷,神戸市中央区,1226,14,曇,乾燥,20171226
負傷,神戸市中央区,1226,13,曇,乾燥,20171226
負傷,神戸市東灘区,1226,11,晴,乾燥,20171226
負傷,神戸市兵庫区,1226,10,晴,乾燥,20171226
負傷,神戸市兵庫区,1226,11,晴,乾燥,20171226
負傷,神戸市北区,1226,20,曇,乾燥,20171226
負傷,神戸市長田区,1226,11,晴,乾燥,20171226
負傷,神戸市長田区,1226,16,晴,乾燥,20171226
負傷,神戸市垂水区,1226,7,晴,乾燥,20171226
負傷,神戸市垂水区,1226,17,晴,乾燥,20171226
負傷,神戸市垂水区,1226,22,晴,乾燥,20171226
負傷,神戸市西区,1226,12,晴,乾燥,20171226
負傷,神戸市西区,1226,19,晴,乾燥,20171226
負傷,神戸市西区,1226,8,晴,乾燥,20171226
負傷,神戸市西区,1226,22,晴,乾燥,20171226
負傷,神戸市中央区,1227,10,晴,乾燥,20171227
負傷,神戸市中央区,1227,8,晴,乾燥,20171227
負傷,神戸市中央区,1227,13,曇,乾燥,20171227
負傷,神戸市東灘区,1227,18,晴,乾燥,20171227
負傷,神戸市東灘区,1227,8,晴,乾燥,20171227
負傷,神戸市灘区,1227,9,晴,乾燥,20171227
負傷,神戸市兵庫区,1227,11,晴,乾燥,20171227
負傷,神戸市北区,1227,11,晴,乾燥,20171227
負傷,神戸市北区,1227,10,晴,乾燥,20171227
負傷,神戸市北区,1227,7,晴,乾燥,20171227
負傷,神戸市長田区,1227,17,晴,乾燥,20171227
負傷,神戸市長田区,1227,17,晴,乾燥,20171227
負傷,神戸市須磨区,1227,7,晴,乾燥,20171227
負傷,神戸市須磨区,1227,8,晴,乾燥,20171227
負傷,神戸市垂水区,1227,6,晴,乾燥,20171227
負傷,神戸市垂水区,1227,7,晴,乾燥,20171227
負傷,神戸市垂水区,1227,13,晴,乾燥,20171227
負傷,神戸市垂水区,1227,17,晴,乾燥,20171227
負傷,神戸市垂水区,1227,22,晴,乾燥,20171227
負傷,神戸市西区,1227,6,晴,乾燥,20171227
負傷,神戸市西区,1227,7,晴,乾燥,20171227
負傷,神戸市西区,1227,8,晴,乾燥,20171227
負傷,神戸市西区,1227,17,晴,乾燥,20171227
負傷,神戸市西区,1227,18,晴,乾燥,20171227
負傷,神戸市西区,1227,9,晴,乾燥,20171227
負傷,神戸市西区,1227,15,曇,乾燥,20171227
負傷,神戸市西区,1227,18,晴,乾燥,20171227
負傷,神戸市西区,1227,11,晴,乾燥,20171227
負傷,神戸市中央区,1228,8,曇,乾燥,20171228
負傷,神戸市中央区,1228,14,曇,乾燥,20171228
負傷,神戸市中央区,1228,12,晴,乾燥,20171228
負傷,神戸市東灘区,1228,12,晴,乾燥,20171228
負傷,神戸市東灘区,1228,17,晴,乾燥,20171228
負傷,神戸市東灘区,1228,7,晴,乾燥,20171228
負傷,神戸市灘区,1228,16,晴,乾燥,20171228
負傷,神戸市灘区,1228,22,晴,乾燥,20171228
負傷,神戸市灘区,1228,7,晴,乾燥,20171228
負傷,神戸市兵庫区,1228,9,曇,乾燥,20171228
死亡,神戸市北区,1228,11,曇,乾燥,20171228
負傷,神戸市北区,1228,8,晴,乾燥,20171228
負傷,神戸市北区,1228,20,晴,乾燥,20171228
負傷,神戸市北区,1228,13,晴,乾燥,20171228
負傷,神戸市長田区,1228,14,晴,乾燥,20171228
負傷,神戸市須磨区,1228,9,晴,乾燥,20171228
負傷,神戸市須磨区,1228,18,晴,乾燥,20171228
負傷,神戸市須磨区,1228,17,晴,乾燥,20171228
負傷,神戸市垂水区,1228,17,晴,乾燥,20171228
負傷,神戸市垂水区,1228,19,晴,乾燥,20171228
負傷,神戸市西区,1228,9,晴,乾燥,20171228
負傷,神戸市西区,1228,14,晴,乾燥,20171228
負傷,神戸市西区,1228,0,晴,乾燥,20171228
負傷,神戸市東灘区,1229,23,曇,乾燥,20171229
負傷,神戸市兵庫区,1229,11,晴,乾燥,20171229
負傷,神戸市兵庫区,1229,11,晴,乾燥,20171229
負傷,神戸市兵庫区,1229,15,晴,乾燥,20171229
負傷,神戸市北区,1229,14,曇,乾燥,20171229
死亡,神戸市北区,1229,1,晴,乾燥,20171229
負傷,神戸市北区,1229,12,曇,乾燥,20171229
負傷,神戸市長田区,1229,17,曇,乾燥,20171229
負傷,神戸市長田区,1229,18,曇,乾燥,20171229
負傷,神戸市長田区,1229,18,晴,乾燥,20171229
負傷,神戸市須磨区,1229,10,晴,乾燥,20171229
負傷,神戸市垂水区,1229,10,曇,乾燥,20171229
負傷,神戸市垂水区,1229,15,曇,乾燥,20171229
負傷,神戸市垂水区,1229,15,曇,乾燥,20171229
負傷,神戸市垂水区,1229,18,曇,乾燥,20171229
負傷,神戸市垂水区,1229,17,晴,乾燥,20171229
負傷,神戸市西区,1229,12,晴,乾燥,20171229
負傷,神戸市西区,1229,12,曇,乾燥,20171229
負傷,神戸市中央区,1230,11,晴,乾燥,20171230
負傷,神戸市中央区,1230,4,晴,乾燥,20171230
負傷,神戸市東灘区,1230,20,晴,乾燥,20171230
負傷,神戸市兵庫区,1230,8,晴,乾燥,20171230
負傷,神戸市兵庫区,1230,9,晴,乾燥,20171230
負傷,神戸市兵庫区,1230,11,晴,乾燥,20171230
負傷,神戸市兵庫区,1230,21,晴,乾燥,20171230
負傷,神戸市北区,1230,10,晴,乾燥,20171230
負傷,神戸市長田区,1230,12,晴,乾燥,20171230
負傷,神戸市須磨区,1230,13,晴,乾燥,20171230
負傷,神戸市垂水区,1230,17,晴,乾燥,20171230
負傷,神戸市垂水区,1230,2,晴,乾燥,20171230
負傷,神戸市垂水区,1230,16,晴,乾燥,20171230
負傷,神戸市西区,1230,9,晴,乾燥,20171230
負傷,神戸市西区,1230,16,晴,乾燥,20171230
負傷,神戸市中央区,1231,10,曇,乾燥,20171231
負傷,神戸市中央区,1231,18,曇,乾燥,20171231
負傷,神戸市中央区,1231,11,晴,乾燥,20171231
負傷,神戸市東灘区,1231,12,晴,乾燥,20171231
負傷,神戸市灘区,1231,14,雨,湿潤,20171231
負傷,神戸市北区,1231,6,曇,乾燥,20171231
負傷,神戸市北区,1231,18,晴,乾燥,20171231
負傷,神戸市長田区,1231,16,晴,乾燥,20171231
負傷,神戸市長田区,1231,23,晴,乾燥,20171231
負傷,神戸市垂水区,1231,9,晴,乾燥,20171231
負傷,神戸市中央区,0101,0,曇,乾燥,20180101
負傷,神戸市中央区,0101,18,晴,乾燥,20180101
負傷,神戸市中央区,0101,17,晴,乾燥,20180101
負傷,神戸市灘区,0101,19,晴,乾燥,20180101
負傷,神戸市兵庫区,0101,10,晴,乾燥,20180101
負傷,神戸市北区,0101,11,晴,乾燥,20180101
負傷,神戸市北区,0101,0,晴,乾燥,20180101
負傷,神戸市北区,0101,6,晴,乾燥,20180101
負傷,神戸市北区,0101,16,晴,乾燥,20180101
負傷,神戸市長田区,0101,10,晴,乾燥,20180101
負傷,神戸市須磨区,0101,19,晴,乾燥,20180101
負傷,神戸市垂水区,0101,12,晴,乾燥,20180101
負傷,神戸市垂水区,0101,12,晴,乾燥,20180101
負傷,神戸市垂水区,0101,19,晴,乾燥,20180101
負傷,神戸市垂水区,0101,22,晴,乾燥,20180101
負傷,神戸市西区,0101,8,晴,乾燥,20180101
負傷,神戸市中央区,0102,15,晴,乾燥,20180102
負傷,神戸市東灘区,0102,8,晴,乾燥,20180102
負傷,神戸市東灘区,0102,22,晴,乾燥,20180102
負傷,神戸市兵庫区,0102,21,晴,乾燥,20180102
負傷,神戸市兵庫区,0102,20,晴,乾燥,20180102
負傷,神戸市北区,0102,10,晴,乾燥,20180102
負傷,神戸市北区,0102,11,晴,乾燥,20180102
負傷,神戸市北区,0102,15,晴,乾燥,20180102
負傷,神戸市長田区,0102,11,晴,乾燥,20180102
負傷,神戸市長田区,0102,11,晴,乾燥,20180102
負傷,神戸市長田区,0102,13,晴,乾燥,20180102
負傷,神戸市須磨区,0102,20,晴,乾燥,20180102
負傷,神戸市垂水区,0102,17,晴,乾燥,20180102
負傷,神戸市西区,0102,17,晴,乾燥,20180102
負傷,神戸市西区,0102,11,晴,乾燥,20180102
負傷,神戸市西区,0102,12,晴,乾燥,20180102
負傷,神戸市西区,0102,18,晴,乾燥,20180102
負傷,神戸市中央区,0103,5,曇,乾燥,20180103
負傷,神戸市中央区,0103,15,晴,乾燥,20180103
負傷,神戸市中央区,0103,15,晴,乾燥,20180103
負傷,神戸市東灘区,0103,8,雨,湿潤,20180103
負傷,神戸市灘区,0103,10,晴,湿潤,20180103
負傷,神戸市灘区,0103,10,曇,乾燥,20180103
負傷,神戸市灘区,0103,12,曇,乾燥,20180103
負傷,神戸市北区,0103,16,晴,乾燥,20180103
負傷,神戸市北区,0103,10,雪,湿潤,20180103
負傷,神戸市須磨区,0103,9,曇,乾燥,20180103
負傷,神戸市須磨区,0103,9,曇,乾燥,20180103
負傷,神戸市垂水区,0103,20,晴,乾燥,20180103
負傷,神戸市垂水区,0103,9,晴,乾燥,20180103
負傷,神戸市中央区,0104,11,晴,乾燥,20180104
負傷,神戸市中央区,0104,21,晴,乾燥,20180104
負傷,神戸市灘区,0104,16,晴,乾燥,20180104
負傷,神戸市長田区,0104,17,曇,乾燥,20180104
負傷,神戸市長田区,0104,21,晴,乾燥,20180104
負傷,神戸市須磨区,0104,11,晴,乾燥,20180104
負傷,神戸市須磨区,0104,19,晴,乾燥,20180104
負傷,神戸市垂水区,0104,14,曇,乾燥,20180104
負傷,神戸市垂水区,0104,11,曇,乾燥,20180104
負傷,神戸市西区,0104,17,晴,乾燥,20180104
負傷,神戸市西区,0104,20,曇,乾燥,20180104
負傷,神戸市中央区,0105,11,雨,湿潤,20180105
負傷,神戸市中央区,0105,18,曇,乾燥,20180105
負傷,神戸市東灘区,0105,10,雨,湿潤,20180105
負傷,神戸市兵庫区,0105,1,晴,乾燥,20180105
負傷,神戸市兵庫区,0105,13,雨,湿潤,20180105
負傷,神戸市兵庫区,0105,17,曇,乾燥,20180105
負傷,神戸市北区,0105,16,曇,乾燥,20180105
負傷,神戸市長田区,0105,7,雨,湿潤,20180105
負傷,神戸市長田区,0105,20,曇,乾燥,20180105
負傷,神戸市須磨区,0105,21,晴,乾燥,20180105
負傷,神戸市垂水区,0105,23,晴,乾燥,20180105
負傷,神戸市垂水区,0105,13,雨,湿潤,20180105
負傷,神戸市垂水区,0105,22,晴,湿潤,20180105
負傷,神戸市垂水区,0105,20,晴,乾燥,20180105
負傷,神戸市西区,0105,8,雨,湿潤,20180105
負傷,神戸市中央区,0106,6,晴,乾燥,20180106
負傷,神戸市中央区,0106,14,晴,乾燥,20180106
負傷,神戸市中央区,0106,13,晴,乾燥,20180106
負傷,神戸市中央区,0106,14,晴,乾燥,20180106
負傷,神戸市中央区,0106,15,晴,乾燥,20180106
負傷,神戸市灘区,0106,20,曇,乾燥,20180106
負傷,神戸市長田区,0106,6,曇,乾燥,20180106
負傷,神戸市須磨区,0106,9,晴,乾燥,20180106
負傷,神戸市垂水区,0106,9,晴,乾燥,20180106
負傷,神戸市垂水区,0106,12,曇,乾燥,20180106
負傷,神戸市垂水区,0106,14,曇,乾燥,20180106
負傷,神戸市西区,0106,17,晴,乾燥,20180106
負傷,神戸市西区,0106,9,曇,乾燥,20180106
負傷,神戸市西区,0106,15,晴,乾燥,20180106
負傷,神戸市西区,0106,9,晴,乾燥,20180106
負傷,神戸市中央区,0107,12,晴,乾燥,20180107
負傷,神戸市灘区,0107,11,晴,乾燥,20180107
負傷,神戸市兵庫区,0107,8,晴,乾燥,20180107
負傷,神戸市北区,0107,15,晴,乾燥,20180107
負傷,神戸市長田区,0107,12,晴,乾燥,20180107
負傷,神戸市須磨区,0107,11,晴,乾燥,20180107
負傷,神戸市垂水区,0107,23,曇,乾燥,20180107
負傷,神戸市西区,0107,10,晴,乾燥,20180107
負傷,神戸市西区,0107,12,晴,乾燥,20180107
負傷,神戸市中央区,0108,17,雨,湿潤,20180108
負傷,神戸市中央区,0108,1,晴,乾燥,20180108
負傷,神戸市中央区,0108,19,雨,湿潤,20180108
負傷,神戸市中央区,0108,18,雨,湿潤,20180108
負傷,神戸市東灘区,0108,19,雨,湿潤,20180108
負傷,神戸市兵庫区,0108,18,晴,湿潤,20180108
負傷,神戸市北区,0108,10,雨,湿潤,20180108
負傷,神戸市北区,0108,13,雨,湿潤,20180108
負傷,神戸市北区,0108,22,曇,湿潤,20180108
負傷,神戸市北区,0108,15,雨,湿潤,20180108
負傷,神戸市須磨区,0108,17,雨,湿潤,20180108
負傷,神戸市垂水区,0108,15,雨,湿潤,20180108
負傷,神戸市垂水区,0108,17,雨,湿潤,20180108
負傷,神戸市垂水区,0108,18,雨,湿潤,20180108
負傷,神戸市西区,0108,17,雨,湿潤,20180108
負傷,神戸市東灘区,0109,6,晴,乾燥,20180109
負傷,神戸市東灘区,0109,15,曇,乾燥,20180109
負傷,神戸市東灘区,0109,19,曇,乾燥,20180109
負傷,神戸市東灘区,0109,21,晴,乾燥,20180109
負傷,神戸市灘区,0109,18,晴,乾燥,20180109
負傷,神戸市兵庫区,0109,7,晴,乾燥,20180109
負傷,神戸市兵庫区,0109,20,晴,乾燥,20180109
負傷,神戸市兵庫区,0109,2,晴,乾燥,20180109
負傷,神戸市北区,0109,16,晴,乾燥,20180109
負傷,神戸市北区,0109,11,晴,乾燥,20180109
負傷,神戸市北区,0109,13,晴,乾燥,20180109
負傷,神戸市須磨区,0109,18,晴,乾燥,20180109
負傷,神戸市垂水区,0109,7,晴,乾燥,20180109
負傷,神戸市垂水区,0109,8,晴,乾燥,20180109
負傷,神戸市垂水区,0109,16,曇,乾燥,20180109
負傷,神戸市垂水区,0109,19,晴,乾燥,20180109
